B_digital_(T)	B_analog_(T)	T_sample_(K)	I_s	V_nv	R_nv
3.47827E+0	3.38587E+0	2.99468E+2	1.00004E-4	1.69594E-3	1.69586E+1
3.49071E+0	3.39855E+0	2.99468E+2	1.00004E-4	1.69618E-3	1.69610E+1
3.50244E+0	3.41129E+0	2.99467E+2	1.00004E-4	1.69604E-3	1.69596E+1
3.51641E+0	3.42392E+0	2.99467E+2	1.00004E-4	1.69633E-3	1.69625E+1
3.52875E+0	3.43656E+0	2.99468E+2	1.00004E-4	1.69682E-3	1.69675E+1
3.54197E+0	3.44924E+0	2.99465E+2	1.00004E-4	1.69629E-3	1.69621E+1
3.55419E+0	3.46178E+0	2.99461E+2	1.00004E-4	1.69644E-3	1.69636E+1
3.56587E+0	3.47435E+0	2.99461E+2	1.00004E-4	1.69632E-3	1.69625E+1
3.57966E+0	3.48695E+0	2.99460E+2	1.00004E-4	1.69551E-3	1.69544E+1
3.59202E+0	3.49967E+0	2.99459E+2	1.00004E-4	1.69576E-3	1.69568E+1
